   4.5305290e-02   5.2872264e-02   6.8743555e-03   1.3111888e-03   1.0717346e-02   1.0068922e-02   9.2351499e-03   1.4027230e-02   7.3208065e-03   9.0144231e-04   2.0589227e-03   4.4889759e-02   4.8268346e-02   0.0000000e+00   0.0000000e+00   4.5152730e-03   4.7776882e-02   4.0952515e-02   2.3837546e-02   7.0416497e-03   2.5774317e-02   2.2589319e-02   2.4089789e-02   9.5791844e-03   3.1330667e-02   8.3231088e-03   3.8266473e-03   3.6118742e-02   5.6841753e-02   0.0000000e+00   6.3021736e-03   2.1346765e-02   2.8110051e-02   3.8546883e-02   9.9428291e-03   1.2332151e-02   3.4477622e-02   2.7156026e-02   2.2069094e-02   4.6345354e-03   4.8394327e-02   9.8840058e-03   5.4968310e-03   4.5683005e-02   3.5992425e-02   4.7139939e-03   2.2682832e-02   2.5786034e-02
   3.9897416e-02   7.0946732e-03   2.6895489e-02   3.1569395e-03   4.8433138e-02   9.3319436e-03   2.0853581e-02   1.5688110e-02   2.8671114e-02   1.0781745e-02   2.0940992e-02   4.8245871e-02   2.8364789e-02   1.4510040e-02   7.2947812e-03   2.9052905e-02   4.2524283e-02   5.8809913e-03   1.7067195e-02   7.1323435e-03   4.2924606e-02   7.4720174e-03   1.9623901e-02   1.3756635e-03   1.1733094e-02   1.7843574e-02   1.2626563e-02   4.8910720e-02   1.6465626e-02   2.8540104e-02   1.3350938e-02   3.6831439e-02   3.2771025e-02   1.3848973e-02   2.0090980e-02   1.6176759e-02   3.4275775e-02   2.3270048e-03   2.5105901e-02   4.8889005e-03   2.3279595e-02   3.2898457e-02   1.1198591e-02   1.6935924e-03   1.4857088e-02   5.1767924e-02   2.3063526e-02   2.2393211e-03
   1.2535315e-02   1.0474705e-01   2.2545233e-02   1.3165545e-03   1.5375517e-02   6.7960801e-02   1.3345066e-02   0.0000000e+00   1.7411064e-03   5.6837786e-03   3.5200445e-02   2.1750216e-02   3.0930312e-02   1.2252372e-02   3.8912751e-02   5.8089193e-02   4.4403376e-02   4.4680413e-03   0.0000000e+00   1.7722573e-02   6.4057856e-02   8.0189160e-03   0.0000000e+00   6.7478135e-03   0.0000000e+00   5.5578758e-03   3.9110140e-03   2.4899174e-03   0.0000000e+00   7.9240050e-04   1.6563407e-03   1.3580114e-03   5.8026046e-03   0.0000000e+00   1.3148449e-02   6.6398705e-02   3.0958025e-03   1.2673232e-03   2.6113903e-02   1.0176412e-01   0.0000000e+00   4.4037937e-02   4.3727971e-02   6.3417678e-03   1.3217212e-02   3.8110186e-02   3.0865181e-02   2.5389950e-03
   3.8249190e-02   7.2907099e-03   3.1340457e-02   3.3647170e-03   4.6612432e-02   1.0879111e-02   3.2626023e-02   1.4429811e-02   1.0430708e-02   2.6150628e-04   2.4456800e-02   8.8886997e-02   1.1973585e-02   0.0000000e+00   1.0087966e-02   6.9930130e-02   4.0462295e-02   0.0000000e+00   0.0000000e+00   0.0000000e+00   6.6287205e-02   0.0000000e+00   0.0000000e+00   0.0000000e+00   5.9455467e-02   1.1632733e-02   0.0000000e+00   3.7008394e-03   3.9389847e-02   6.2806818e-03   0.0000000e+00   6.2021829e-03   3.4279339e-02   1.3004555e-02   3.2620648e-02   1.7990458e-02   3.2346429e-02   4.2745943e-03   3.1957909e-02   4.6433545e-03   5.2730756e-03   6.4380087e-02   8.3246706e-03   0.0000000e+00   3.3105856e-03   8.9617799e-02   2.3034738e-02   7.1036371e-04
   4.6669870e-02   6.4270363e-03   2.8332939e-02   2.2445476e-03   6.0802216e-02   1.1448405e-02   2.4951744e-02   1.2938679e-02   1.6285542e-03   8.7848208e-03   2.5622596e-02   1.3860289e-02   3.1527369e-02   1.0336794e-02   4.3804228e-02   3.4013033e-02   5.0664925e-02   4.2888447e-03   2.0768489e-02   8.8280170e-03   5.1041099e-02   1.0333034e-02   2.2099844e-02   2.5803178e-03   4.2585494e-03   1.0397995e-02   2.4527471e-02   7.1512196e-03   3.4581200e-02   1.1054347e-02   3.0375425e-02   1.6897309e-02   3.9513006e-02   1.1488799e-02   2.4042200e-02   2.1027023e-02   4.2179596e-02   2.2445476e-03   3.0073707e-02   5.5210255e-03   0.0000000e+00   3.0877997e-02   5.3744920e-02   8.8167052e-03   1.7360109e-02   1.1363541e-02   2.5269215e-02   3.2364008e-03
   5.8610117e-02   6.0020756e-03   3.3238350e-02   3.0360497e-03   7.0861034e-02   1.2520251e-02   2.5064982e-02   1.3888542e-02   2.5207083e-03   8.9740916e-03   3.1732636e-02   1.1507149e-02   2.4442754e-02   7.3587828e-03   5.8323712e-02   3.9983024e-02   6.2701694e-02   1.9461263e-03   2.0282405e-02   1.0694768e-02   5.9600049e-02   1.1868477e-02   2.1363621e-02   1.6064523e-03   4.2895933e-03   1.6116978e-02   3.4572070e-02   1.0063546e-02   4.7661378e-02   1.2440652e-02   3.8837464e-02   1.8409305e-02   5.0711611e-02   1.4843221e-02   6.6318439e-03   1.0936661e-02   7.7491111e-02   5.5691070e-03   2.2075765e-02   5.7683550e-03   0.0000000e+00   0.0000000e+00   1.7857143e-03   6.7025986e-03   6.4746351e-03   4.0632354e-03   3.3838876e-03   3.0434123e-03
   1.1390729e-02   8.4305446e-02   2.3995831e-02   7.7218358e-04   1.2734709e-02   6.1084381e-02   1.6675233e-02   0.0000000e+00   2.1631395e-03   2.7439559e-03   2.9090805e-02   2.5372412e-02   2.6275468e-02   1.2463313e-02   3.0981610e-02   4.7710723e-02   4.0619424e-02   6.3582224e-03   3.6656891e-04   1.2206609e-02   5.4325060e-02   7.0315980e-03   3.6656891e-04   6.9930156e-03   1.2702785e-02   8.3143219e-03   4.8554476e-02   5.0771505e-03   1.2679547e-02   9.5125540e-03   1.8521723e-02   1.6486540e-02   5.8278599e-03   0.0000000e+00   1.6294881e-02   5.4617701e-02   6.8820591e-03   2.5667351e-04   2.4366797e-02   8.3372644e-02   2.9880415e-02   1.6718668e-02   2.1771873e-02   1.7775988e-03   2.3841206e-02   3.2804632e-02   3.0920732e-02   2.7901544e-03
   4.1835536e-02   4.1454676e-03   1.6745944e-02   4.5878629e-03   7.2741494e-02   1.4005797e-02   4.9714725e-03   9.8084510e-03   7.3834788e-02   4.5242011e-03   1.6903475e-02   3.7068711e-03   4.4002421e-02   1.0153179e-02   4.9307625e-03   1.3701780e-02   4.5631882e-02   3.6443149e-04   3.8952417e-02   8.5987517e-03   4.4703537e-02   9.7922987e-03   3.8487733e-02   0.0000000e+00   4.4703537e-02   8.5987517e-03   2.9052066e-02   0.0000000e+00   4.5996313e-02   3.6443149e-04   2.8587382e-02   9.0634357e-03   3.6104037e-02   9.8084510e-03   5.3693590e-03   1.3597408e-02   6.3749158e-02   4.3538909e-03   1.6903475e-02   4.7804618e-03   6.2171032e-02   1.2888249e-02   4.8776038e-03   1.1410388e-02   3.5719902e-02   3.7068711e-03   1.6569250e-02   4.4939942e-03
   1.1069849e-01   1.2972706e-02   2.8750934e-02   0.0000000e+00   5.6390977e-03   9.3984962e-04   7.2855384e-03   2.4411911e-02   0.0000000e+00   0.0000000e+00   1.4502509e-02   1.1779670e-02   1.3555138e-01   2.1512691e-02   5.8582093e-03   0.0000000e+00   1.1821318e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00   6.5789474e-03   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   8.3892617e-04   1.5190822e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00   9.4574359e-02   2.3349822e-02   7.5087010e-03   9.3984962e-04   4.6992481e-03   0.0000000e+00   2.8750934e-02   1.2133780e-02   0.0000000e+00   0.0000000e+00   6.4739728e-03   2.0997851e-02   1.1600813e-01   1.2618596e-02   1.4502509e-02   0.0000000e+00
   6.4271382e-02   5.1044396e-03   5.5553008e-03   0.0000000e+00   0.0000000e+00   0.0000000e+00   6.6262769e-03   1.9748669e-02   5.0163026e-02   3.4740628e-03   2.2346749e-02   6.3593603e-03   9.9659539e-02   1.9181694e-02   3.3383464e-03   7.6687117e-04   6.3549653e-02   0.0000000e+00   2.9069767e-03   9.6899225e-04   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   5.0220467e-02   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.0862768e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00   5.9279203e-02   4.9262984e-02   4.5021022e-02   3.0979868e-02   1.2679666e-02   1.4998006e-02   3.6124974e-02   3.4227441e-02   1.8400965e-02   1.0603605e-02   1.9379845e-03   0.0000000e+00   4.9015997e-02   9.5655244e-02   8.9435504e-03   0.0000000e+00
